"","sample_id","phylo_div","SR"
"19544","SE2_2013__Brandt 1 WF8 49__2010-06-08",17,10
"19545","SE2_2013__Brandt 1 XA1 112__2011-06-08",11,6
"19546","SE2_2013__Brandt 1 XA1 50__2010-06-08",11,6
"19547","SE2_2013__Brandt 1 XA2 113__2011-06-08",10,5
"19548","SE2_2013__Brandt 1 XA2 51__2010-06-08",14,9
"19549","SE2_2013__Brandt 1 XA3 114__2011-06-08",9,5
"19550","SE2_2013__Brandt 1 XA3 52__2010-06-08",13,8
"19551","SE2_2013__Brandt 1 XA4 115__2011-06-08",12,7
"19552","SE2_2013__Brandt 1 XA4 53__2010-06-08",15,9
"19553","SE2_2013__Brandt 1 XA5 116__2011-06-08",12,8
"19554","SE2_2013__Brandt 1 XA5 54__2010-06-08",14,9
"19555","SE2_2013__Brandt 1 XA6 117__2011-06-08",13,7
"19556","SE2_2013__Brandt 1 XA6 55__2010-06-08",15,9
"19557","SE2_2013__Brandt 1 XA7 118__2011-06-08",12,7
"19558","SE2_2013__Brandt 1 XA7 56__2010-06-08",9,4
"19559","SE2_2013__Brandt 1 XAT1.260 119__2011-06-08",8,4
"19560","SE2_2013__Brandt 1 XAT1.260 57__2010-06-08",13,8
"19561","SE2_2013__Brandt 1 XAT1.510 120__2011-06-08",9,5
"19562","SE2_2013__Brandt 1 XAT1.510 58__2010-06-08",12,7
"19563","SE2_2013__Brandt 1 XAT1.60 121__2011-06-08",6,2
"19564","SE2_2013__Brandt 1 XAT1.60 59__2010-06-08",10,5
"19565","SE2_2013__Brandt 1 XAT2.260 122__2011-06-08",6,2
"19566","SE2_2013__Brandt 1 XAT2.260 60__2010-06-08",11,6
"19567","SE2_2013__Brandt 1 XAT2.510 123__2011-06-08",7,3
"19568","SE2_2013__Brandt 1 XAT2.510 61__2010-06-08",9,4
"19569","SE2_2013__Brandt 1 XAT2.60 124__2011-06-08",7,3
"19570","SE2_2013__Brandt 1 XAT2.60 62__2010-06-08",12,6
"19571","SE2_2013__Frizzo 1  1__2009-08-31",5,1
"19572","SE2_2013__Frizzo 1  2__2009-08-31",5,1
"19573","SE2_2013__Frizzo 1  3__2009-08-31",5,1
"19574","SE2_2013__Frizzo 1  4__2009-08-31",5,1
"19575","SE2_2013__Frizzo 1  5__2009-08-31",5,1
"19576","SE2_2013__Frizzo 1  6__2009-08-31",5,1
"19577","SE2_2013__Frizzo 1  7__2009-08-31",5,1
"19578","SE2_2013__Frizzo 1  8__2009-08-31",5,1
"19579","SE2_2013__Frizzo 1  9__2009-08-31",5,1
"19580","SE2_2013__Frizzo 2  1__2009-08-31",5,1
"19581","SE2_2013__Frizzo 2  2__2009-08-31",5,1
"19582","SE2_2013__Frizzo 2  3__2009-08-31",5,1
"19583","SE2_2013__Frizzo 2  4__2009-08-31",5,1
"19584","SE2_2013__Frizzo 2  5__2009-08-31",5,1
"19585","SE2_2013__Frizzo 2  6__2009-08-31",5,1
"19586","SE2_2013__Frizzo 2  7__2009-08-31",5,1
"19587","SE2_2013__Frizzo 2  8__2009-08-31",5,1
"19588","SE2_2013__Frizzo 2  9__2009-08-31",5,1
"19589","SE2_2013__Frizzo 3  1__2009-08-31",5,1
"19590","SE2_2013__Frizzo 3  2__2009-08-31",5,1
"19591","SE2_2013__Frizzo 3  3__2009-08-31",5,1
"19592","SE2_2013__Frizzo 3  4__2009-08-31",5,1
"19593","SE2_2013__Frizzo 3  5__2009-08-31",5,1
"19594","SE2_2013__Frizzo 3  6__2009-08-31",5,1
"19595","SE2_2013__Frizzo 3  7__2009-08-31",5,1
"19596","SE2_2013__Frizzo 3  8__2009-08-31",5,1
"19597","SE2_2013__Frizzo 3  9__2009-08-31",5,1
"19598","SE2_2013__Garcia 1  10__2008-04-15",5,1
"19599","SE2_2013__Garcia 1  11__2008-04-15",5,1
"19600","SE2_2013__Garcia 1  12__2008-04-15",5,1
"19601","SE2_2013__Garcia 1  13__2008-04-15",5,1
"19602","SE2_2013__Garcia 1  14__2008-04-15",5,1
"19603","SE2_2013__Garcia 1  15__2008-04-15",5,1
"19604","SE2_2013__Garcia 1  16__2008-04-15",5,1
"19605","SE2_2013__Garcia 1  17__2008-08-16",5,1
"19606","SE2_2013__Garcia 1  19__2008-08-16",5,1
"19607","SE2_2013__Garcia 1  1__2008-01-16",5,1
"19608","SE2_2013__Garcia 1  20__2008-08-16",5,1
"19609","SE2_2013__Garcia 1  21__2008-08-16",5,1
"19610","SE2_2013__Garcia 1  22__2008-08-16",5,1
"19611","SE2_2013__Garcia 1  23__2008-08-16",5,1
"19612","SE2_2013__Garcia 1  25__2008-11-15",5,1
"19613","SE2_2013__Garcia 1  26__2008-11-15",5,1
"19614","SE2_2013__Garcia 1  27__2008-11-15",5,1
"19615","SE2_2013__Garcia 1  28__2008-11-15",5,1
"19616","SE2_2013__Garcia 1  29__2008-11-15",5,1
"19617","SE2_2013__Garcia 1  2__2008-01-16",5,1
"19618","SE2_2013__Garcia 1  30__2008-11-15",5,1
"19619","SE2_2013__Garcia 1  3__2008-01-16",5,1
"19620","SE2_2013__Garcia 1  4__2008-01-16",5,1
"19621","SE2_2013__Garcia 1  5__2008-01-16",5,1
"19622","SE2_2013__Garcia 1  6__2008-01-16",5,1
"19623","SE2_2013__Garcia 1  7__2008-01-16",5,1
"19624","SE2_2013__Garcia 1  8__2008-01-16",5,1
"19625","SE2_2013__Garcia 1  9__2008-04-15",5,1
"19626","SE2_2014__Boesing 1  10__2007-09-21",5,1
"19627","SE2_2014__Boesing 1  11__2007-10-03",5,1
"19628","SE2_2014__Boesing 1  13__2007-10-07",5,1
"19629","SE2_2014__Boesing 1  14__2007-10-10",5,1
"19630","SE2_2014__Boesing 1  15__2007-10-11",5,1
"19631","SE2_2014__Boesing 1  16__2007-10-18",5,1
"19632","SE2_2014__Boesing 1  17__2007-10-19",5,1
"19633","SE2_2014__Boesing 1  18__2007-10-22",5,1
"19634","SE2_2014__Boesing 1  19__2007-10-23",7,2
"19635","SE2_2014__Boesing 1  1__2007-08-12",7,2
"19636","SE2_2014__Boesing 1  20__2007-10-30",9,3
"19637","SE2_2014__Boesing 1  21__2007-10-30",7,2
"19638","SE2_2014__Boesing 1  22__2007-11-03",7,2
"19639","SE2_2014__Boesing 1  2__2007-08-16",5,1
"19640","SE2_2014__Boesing 1  7__2007-09-04",5,1
"19641","SE2_2014__Boesing 1  8__2007-09-17",5,1
"19642","SE2_2014__Boesing 1  9__2007-09-18",7,2
"19643","SE2_2014__Wronski 1  10__2011-01-30",7,2
"19644","SE2_2014__Wronski 1  11__2011-01-30",5,1
"19645","SE2_2014__Wronski 1  12__2011-01-30",7,2
"19646","SE2_2014__Wronski 1  13__2011-01-31",6,2
"19647","SE2_2014__Wronski 1  14__2011-01-31",6,2
"19648","SE2_2014__Wronski 1  15__2011-01-31",6,2
"19649","SE2_2014__Wronski 1  16__2011-01-31",6,2
"19650","SE2_2014__Wronski 1  17__2011-02-02",5,1
"19651","SE2_2014__Wronski 1  18__2011-02-02",5,1
"19652","SE2_2014__Wronski 1  19__2011-02-02",5,1
"19653","SE2_2014__Wronski 1  1__2011-01-28",5,1
"19654","SE2_2014__Wronski 1  20__2011-02-02",5,1
"19655","SE2_2014__Wronski 1  21__2011-02-03",7,3
"19656","SE2_2014__Wronski 1  22__2011-02-03",6,2
"19657","SE2_2014__Wronski 1  23__2011-02-03",6,2
"19658","SE2_2014__Wronski 1  24__2011-02-03",5,1
"19659","SE2_2014__Wronski 1  25__2011-02-04",6,2
"19660","SE2_2014__Wronski 1  26__2011-02-04",5,1
"19661","SE2_2014__Wronski 1  29__2011-02-06",7,2
"19662","SE2_2014__Wronski 1  2__2011-01-28",7,2
"19663","SE2_2014__Wronski 1  30__2011-02-06",5,1
"19664","SE2_2014__Wronski 1  31__2011-02-06",5,1
"19665","SE2_2014__Wronski 1  32__2011-02-06",5,1
"19666","SE2_2014__Wronski 1  33__2011-02-07",5,1
"19667","SE2_2014__Wronski 1  34__2011-02-07",5,1
"19668","SE2_2014__Wronski 1  35__2011-02-07",7,2
"19669","SE2_2014__Wronski 1  36__2011-02-07",5,1
"19670","SE2_2014__Wronski 1  37__2011-02-12",6,2
"19671","SE2_2014__Wronski 1  3__2011-01-28",5,1
"19672","SE2_2014__Wronski 1  4__2011-01-28",7,2
"19673","SE2_2014__Wronski 1  5__2011-01-29",5,1
"19674","SE2_2014__Wronski 1  6__2011-01-29",5,1
"19675","SE2_2014__Wronski 1  7__2011-01-29",5,1
"19676","SE2_2014__Wronski 1  8__2011-01-29",5,1
"19677","SE2_2014__Wronski 1  9__2011-01-30",7,2
"19678","SE2_2014a_Craig 1  10__2007-01-24",11,3
"19679","SE2_2014a_Craig 1  11__2007-01-24",14,5
"19680","SE2_2014a_Craig 1  12__2007-01-24",13,4
"19681","SE2_2014a_Craig 1  13__2007-01-24",11,3
"19682","SE2_2014a_Craig 1  14__2007-01-24",12,4
"19683","SE2_2014a_Craig 1  15__2007-01-24",11,3
"19684","SE2_2014a_Craig 1  16__2007-01-24",11,3
"19685","SE2_2014a_Craig 1  1__2007-01-24",14,5
"19686","SE2_2014a_Craig 1  2__2007-01-24",9,3
"19687","SE2_2014a_Craig 1  3__2007-01-24",11,3
"19688","SE2_2014a_Craig 1  4__2007-01-24",8,2
"19689","SE2_2014a_Craig 1  5__2007-01-24",12,4
"19690","SE2_2014a_Craig 1  6__2007-01-24",13,5
"19691","SE2_2014a_Craig 1  7__2007-01-24",12,4
"19692","SE2_2014a_Craig 1  8__2007-01-24",14,5
"19693","SE2_2014a_Craig 1  9__2007-01-24",12,4
"19694","SE2_2014b_Craig 1  10__2010-01-05",12,4
"19695","SE2_2014b_Craig 1  11__2010-01-05",12,4
"19696","SE2_2014b_Craig 1  12__2010-01-05",10,4
"19697","SE2_2014b_Craig 1  13__2010-01-05",6,2
"19698","SE2_2014b_Craig 1  14__2010-01-05",13,4
"19699","SE2_2014b_Craig 1  15__2010-01-05",11,4
"19700","SE2_2014b_Craig 1  16__2010-01-05",12,5
"19701","SE2_2014b_Craig 1  17__2010-01-05",8,2
"19702","SE2_2014b_Craig 1  18__2010-01-05",13,6
"19703","SE2_2014b_Craig 1  19__2010-01-05",14,5
"19704","SE2_2014b_Craig 1  1__2010-01-05",13,5
"19705","SE2_2014b_Craig 1  20__2010-01-05",11,3
"19706","SE2_2014b_Craig 1  21__2010-01-05",11,4
"19707","SE2_2014b_Craig 1  22__2010-01-05",11,4
"19708","SE2_2014b_Craig 1  23__2010-01-05",9,3
"19709","SE2_2014b_Craig 1  24__2010-01-05",14,5
"19710","SE2_2014b_Craig 1  2__2010-01-05",11,5
"19711","SE2_2014b_Craig 1  3__2010-01-05",15,6
"19712","SE2_2014b_Craig 1  4__2010-01-05",12,4
"19713","SE2_2014b_Craig 1  5__2010-01-05",9,3
"19714","SE2_2014b_Craig 1  6__2010-01-05",10,4
"19715","SE2_2014b_Craig 1  7__2010-01-05",11,3
"19716","SE2_2014b_Craig 1  8__2010-01-05",12,4
"19717","SE2_2014b_Craig 1  9__2010-01-05",11,3
"19718","SH1_2002__Sheil 1  100__2000-09-08",50,25
"19719","SH1_2002__Sheil 1  101__2000-09-08",48,24
"19720","SH1_2002__Sheil 1  102__2000-09-09",55,28
"19721","SH1_2002__Sheil 1  103__2000-09-11",36,16
"19722","SH1_2002__Sheil 1  104__2000-09-11",48,24
"19723","SH1_2002__Sheil 1  105__2000-10-28",31,14
"19724","SH1_2002__Sheil 1  106__2000-10-28",55,30
"19725","SH1_2002__Sheil 1  107__2000-10-30",48,23
"19726","SH1_2002__Sheil 1  108__2000-10-30",49,25
"19727","SH1_2002__Sheil 1  109__2000-10-31",32,14
"19728","SH1_2002__Sheil 1  10__2000-05-01",49,27
"19729","SH1_2002__Sheil 1  110__2000-10-31",41,21
"19730","SH1_2002__Sheil 1  111__2000-11-01",45,25
"19731","SH1_2002__Sheil 1  112__2000-11-01",59,31
"19732","SH1_2002__Sheil 1  113__2000-11-02",45,22
"19733","SH1_2002__Sheil 1  114__2000-11-02",47,24
"19734","SH1_2002__Sheil 1  115__2000-11-03",55,26
"19735","SH1_2002__Sheil 1  116__2000-11-03",51,28
"19736","SH1_2002__Sheil 1  117__2000-11-06",53,28
"19737","SH1_2002__Sheil 1  118__2000-11-06",40,21
"19738","SH1_2002__Sheil 1  119__2000-11-07",43,20
"19739","SH1_2002__Sheil 1  11__2000-05-02",65,34
"19740","SH1_2002__Sheil 1  120__2000-11-07",80,48
"19741","SH1_2002__Sheil 1  121__2000-11-08",45,22
"19742","SH1_2002__Sheil 1  122__2000-11-09",43,23
"19743","SH1_2002__Sheil 1  123__2000-11-09",55,30
"19744","SH1_2002__Sheil 1  124__2000-11-10",48,26
"19745","SH1_2002__Sheil 1  125__2000-11-10",56,30
"19746","SH1_2002__Sheil 1  126__2000-11-13",44,21
"19747","SH1_2002__Sheil 1  127__2000-11-13",54,28
"19748","SH1_2002__Sheil 1  128__2000-11-14",42,21
"19749","SH1_2002__Sheil 1  129__2000-11-15",42,21
"19750","SH1_2002__Sheil 1  12__2000-05-03",63,35
"19751","SH1_2002__Sheil 1  130__2000-11-15",39,21
"19752","SH1_2002__Sheil 1  131__2000-11-16",60,30
"19753","SH1_2002__Sheil 1  132__2000-11-16",32,16
"19754","SH1_2002__Sheil 1  133__2000-11-17",48,24
"19755","SH1_2002__Sheil 1  134__2000-11-17",54,30
"19756","SH1_2002__Sheil 1  135__2000-11-20",43,21
"19757","SH1_2002__Sheil 1  136__2000-11-20",50,25
"19758","SH1_2002__Sheil 1  137__2000-11-20",46,26
"19759","SH1_2002__Sheil 1  138__2000-11-21",45,23
"19760","SH1_2002__Sheil 1  139__2000-11-21",46,25
"19761","SH1_2002__Sheil 1  13__2000-05-03",42,22
"19762","SH1_2002__Sheil 1  140__2000-11-21",41,21
"19763","SH1_2002__Sheil 1  141__2000-11-22",55,29
"19764","SH1_2002__Sheil 1  142__2000-11-22",54,27
"19765","SH1_2002__Sheil 1  14__2000-05-04",36,20
"19766","SH1_2002__Sheil 1  15__2000-05-04",30,15
"19767","SH1_2002__Sheil 1  16__2000-05-05",46,23
"19768","SH1_2002__Sheil 1  17__2000-05-06",58,31
"19769","SH1_2002__Sheil 1  18__2000-05-06",45,22
"19770","SH1_2002__Sheil 1  19__2000-05-08",31,13
"19771","SH1_2002__Sheil 1  1__2000-04-25",57,31
"19772","SH1_2002__Sheil 1  20__2000-05-09",58,33
"19773","SH1_2002__Sheil 1  21__2000-05-09",63,35
"19774","SH1_2002__Sheil 1  22__2000-05-10",54,28
"19775","SH1_2002__Sheil 1  23__2000-05-11",38,17
"19776","SH1_2002__Sheil 1  24__2000-05-11",68,41
"19777","SH1_2002__Sheil 1  25__2000-05-12",59,32
"19778","SH1_2002__Sheil 1  26__2000-05-13",45,24
"19779","SH1_2002__Sheil 1  27__2000-05-16",17,7
"19780","SH1_2002__Sheil 1  28__2000-05-16",47,23
"19781","SH1_2002__Sheil 1  29__2000-05-17",50,25
"19782","SH1_2002__Sheil 1  2__2000-04-26",46,25
"19783","SH1_2002__Sheil 1  30__2000-05-18",38,22
"19784","SH1_2002__Sheil 1  31__2000-05-18",62,34
"19785","SH1_2002__Sheil 1  32__2000-05-19",53,29
"19786","SH1_2002__Sheil 1  33__2000-05-23",41,21
"19787","SH1_2002__Sheil 1  34__2000-05-24",45,22
"19788","SH1_2002__Sheil 1  35__2000-05-25",45,23
"19789","SH1_2002__Sheil 1  36__2000-05-25",44,24
"19790","SH1_2002__Sheil 1  37__2000-05-27",38,20
"19791","SH1_2002__Sheil 1  38__2000-05-27",53,28
"19792","SH1_2002__Sheil 1  39__2000-05-29",55,30
"19793","SH1_2002__Sheil 1  3__2000-04-26",45,22
"19794","SH1_2002__Sheil 1  40__2000-05-30",53,25
"19795","SH1_2002__Sheil 1  41__2000-05-30",63,35
"19796","SH1_2002__Sheil 1  42__2000-05-31",48,25
"19797","SH1_2002__Sheil 1  43__2000-06-01",36,19
"19798","SH1_2002__Sheil 1  44__2000-06-01",39,19
"19799","SH1_2002__Sheil 1  45__2000-06-02",48,25
"19800","SH1_2002__Sheil 1  46__2000-06-03",36,17
"19801","SH1_2002__Sheil 1  47__2000-06-03",46,25
"19802","SH1_2002__Sheil 1  48__2000-06-05",49,28
"19803","SH1_2002__Sheil 1  49__2000-06-05",48,25
"19804","SH1_2002__Sheil 1  4__2000-04-27",40,21
"19805","SH1_2002__Sheil 1  50__2000-06-06",36,19
"19806","SH1_2002__Sheil 1  51__2000-06-06",38,19
"19807","SH1_2002__Sheil 1  52__2000-06-07",40,17
"19808","SH1_2002__Sheil 1  53__2000-06-07",50,25
"19809","SH1_2002__Sheil 1  54__2000-06-08",57,30
"19810","SH1_2002__Sheil 1  55__2000-06-08",48,23
"19811","SH1_2002__Sheil 1  56__2000-06-09",38,19
"19812","SH1_2002__Sheil 1  57__2000-06-09",36,19
"19813","SH1_2002__Sheil 1  58__2000-06-10",35,16
"19814","SH1_2002__Sheil 1  59__2000-06-10",48,24
"19815","SH1_2002__Sheil 1  5__2000-04-28",54,30
"19816","SH1_2002__Sheil 1  60__2000-06-11",40,22
"19817","SH1_2002__Sheil 1  61__2000-06-12",58,28
"19818","SH1_2002__Sheil 1  62__2000-06-12",43,20
"19819","SH1_2002__Sheil 1  63__2000-08-02",33,16
"19820","SH1_2002__Sheil 1  64__2000-08-02",31,17
"19821","SH1_2002__Sheil 1  65__2000-08-03",52,25
"19822","SH1_2002__Sheil 1  66__2000-08-04",42,22
"19823","SH1_2002__Sheil 1  67__2000-08-04",52,28
"19824","SH1_2002__Sheil 1  68__2000-08-05",57,29
"19825","SH1_2002__Sheil 1  69__2000-08-07",43,21
"19826","SH1_2002__Sheil 1  6__2000-04-28",61,35
"19827","SH1_2002__Sheil 1  70__2000-08-08",59,28
"19828","SH1_2002__Sheil 1  71__2000-08-09",59,29
"19829","SH1_2002__Sheil 1  72__2000-08-10",42,21
"19830","SH1_2002__Sheil 1  73__2000-08-11",40,19
"19831","SH1_2002__Sheil 1  74__2000-08-12",47,22
"19832","SH1_2002__Sheil 1  75__2000-08-15",49,24
"19833","SH1_2002__Sheil 1  76__2000-08-15",64,35
"19834","SH1_2002__Sheil 1  77__2000-08-16",49,23
"19835","SH1_2002__Sheil 1  78__2000-08-16",46,23
"19836","SH1_2002__Sheil 1  79__2000-08-18",47,24
"19837","SH1_2002__Sheil 1  7__2000-04-29",51,26
"19838","SH1_2002__Sheil 1  80__2000-08-19",51,26
"19839","SH1_2002__Sheil 1  81__2000-08-21",35,17
"19840","SH1_2002__Sheil 1  82__2000-08-22",49,23
"19841","SH1_2002__Sheil 1  83__2000-08-23",46,22
"19842","SH1_2002__Sheil 1  84__2000-08-28",43,19
"19843","SH1_2002__Sheil 1  85__2000-08-28",49,23
"19844","SH1_2002__Sheil 1  86__2000-08-29",48,24
"19845","SH1_2002__Sheil 1  87__2000-08-30",46,21
"19846","SH1_2002__Sheil 1  88__2000-08-30",57,29
"19847","SH1_2002__Sheil 1  89__2000-08-31",52,25
"19848","SH1_2002__Sheil 1  8__2000-04-29",23,10
"19849","SH1_2002__Sheil 1  90__2000-09-01",46,23
"19850","SH1_2002__Sheil 1  91__2000-09-02",41,22
"19851","SH1_2002__Sheil 1  92__2000-09-02",55,28
"19852","SH1_2002__Sheil 1  93__2000-09-04",39,19
"19853","SH1_2002__Sheil 1  94__2000-09-04",56,30
"19854","SH1_2002__Sheil 1  95__2000-09-05",41,20
"19855","SH1_2002__Sheil 1  96__2000-09-06",54,28
"19856","SH1_2002__Sheil 1  97__2000-09-06",42,22
"19857","SH1_2002__Sheil 1  98__2000-09-07",47,22
"19858","SH1_2002__Sheil 1  99__2000-09-07",54,26
"19859","SH1_2002__Sheil 1  9__2000-05-01",52,28
"19860","SH1_2005__OConnor 1 Clovelly 14__2002-07-02",13,5
"19861","SH1_2005__OConnor 1 Clovelly 15__2002-07-02",13,5
"19862","SH1_2005__OConnor 1 Coleford 11__2002-07-02",23,11
"19863","SH1_2005__OConnor 1 Coleford 12__2002-07-02",25,13
"19864","SH1_2005__OConnor 1 Coleford 1__2002-07-02",13,5
"19865","SH1_2005__OConnor 1 Coleford 2__2002-07-02",19,9
"19866","SH1_2005__OConnor 1 Coleford 3__2002-07-02",14,6
"19867","SH1_2005__OConnor 1 Coleford 7__2002-07-02",16,7
"19868","SH1_2005__OConnor 1 Coleford 8__2002-07-02",18,8
"19869","SH1_2005__OConnor 1 Cottesmere 10__2002-07-02",22,11
"19870","SH1_2005__OConnor 1 Cottesmere 9__2002-07-02",24,12
"19871","SH1_2005__OConnor 1 Grange 22__2002-07-02",15,6
"19872","SH1_2005__OConnor 1 Himeville 16__2002-07-02",20,10
"19873","SH1_2005__OConnor 1 Himeville 17__2002-07-02",16,7
"19874","SH1_2005__OConnor 1 Hlogoma 21__2002-07-02",17,8
"19875","SH1_2005__OConnor 1 Massey 20__2002-07-02",15,7
"19876","SH1_2005__OConnor 1 Ndawana 13__2002-07-02",19,9
"19877","SH1_2005__OConnor 1 Ndawana 4__2002-07-02",18,9
"19878","SH1_2005__OConnor 1 Ndawana 5__2002-07-02",16,7
"19879","SH1_2005__OConnor 1 Ndawana 6__2002-07-02",9,3
"19880","SH1_2005__OConnor 1 Reichenau 18__2002-07-02",11,4
"19881","SH1_2005__OConnor 1 Reichenau 19__2002-07-02",12,5
"19882","SH1_2005__Vu 1  1__2005-08-01",10,6
"19883","SH1_2005__Vu 1  2__2005-08-24",9,5
"19884","SH1_2005__Vu 1  3__2005-08-10",9,5
"19885","SH1_2005__Vu 1  4__2005-08-07",10,6
"19886","SH1_2005__Vu 1  5__2005-08-08",10,6
"19887","SH1_2006__Draper 1  10__2000-06-21",7,2
"19888","SH1_2006__Draper 1  113__2002-05-13",11,4
"19889","SH1_2006__Draper 1  114__2002-05-13",12,5
"19890","SH1_2006__Draper 1  117__2000-06-13",20,11
"19891","SH1_2006__Draper 1  11__2004-06-20",9,3
"19892","SH1_2006__Draper 1  120__2004-06-11",7,2
"19893","SH1_2006__Draper 1  12__2004-06-22",9,3
"19894","SH1_2006__Draper 1  135__2002-05-14",7,2
"19895","SH1_2006__Draper 1  13__2004-06-22",9,3
"19896","SH1_2006__Draper 1  145__2004-06-10",5,1
"19897","SH1_2006__Draper 1  146__2004-06-10",7,2
"19898","SH1_2006__Draper 1  14__2000-06-17",7,2
"19899","SH1_2006__Draper 1  15__2004-06-21",7,2
"19900","SH1_2006__Draper 1  16__2004-06-22",9,3
"19901","SH1_2006__Draper 1  17__2001-04-20",7,2
"19902","SH1_2006__Draper 1  19__2000-06-21",9,3
"19903","SH1_2006__Draper 1  1__2000-06-20",11,4
"19904","SH1_2006__Draper 1  20__2001-04-23",13,5
"19905","SH1_2006__Draper 1  21__2001-04-23",9,3
"19906","SH1_2006__Draper 1  22__2001-04-20",9,3
"19907","SH1_2006__Draper 1  23__2001-04-21",11,4
"19908","SH1_2006__Draper 1  25__2004-06-24",5,1
"19909","SH1_2006__Draper 1  26__2004-06-24",5,1
"19910","SH1_2006__Draper 1  27__2004-06-24",9,3
"19911","SH1_2006__Draper 1  29__2004-06-24",9,3
"19912","SH1_2006__Draper 1  2__2000-06-19",9,3
"19913","SH1_2006__Draper 1  30__2004-06-24",9,3
"19914","SH1_2006__Draper 1  31__2002-05-06",9,3
"19915","SH1_2006__Draper 1  33__2000-06-16",7,2
"19916","SH1_2006__Draper 1  36__2000-06-16",9,3
"19917","SH1_2006__Draper 1  37__2004-06-14",9,3
"19918","SH1_2006__Draper 1  38__2004-06-14",10,4
"19919","SH1_2006__Draper 1  39__2004-06-14",7,2
"19920","SH1_2006__Draper 1  42__2002-05-11",7,2
"19921","SH1_2006__Draper 1  43__2002-05-11",7,2
"19922","SH1_2006__Draper 1  45__2000-06-15",9,3
"19923","SH1_2006__Draper 1  48__2000-06-22",10,4
"19924","SH1_2006__Draper 1  49__2000-06-22",7,2
"19925","SH1_2006__Draper 1  4__2004-06-19",7,2
"19926","SH1_2006__Draper 1  51__2002-05-11",11,4
"19927","SH1_2006__Draper 1  52__2000-06-22",10,4
"19928","SH1_2006__Draper 1  54__2002-05-05",11,5
"19929","SH1_2006__Draper 1  57__2001-07-12",10,4
"19930","SH1_2006__Draper 1  58__2000-06-22",17,7
"19931","SH1_2006__Draper 1  5__2000-06-18",7,2
"19932","SH1_2006__Draper 1  61__2000-06-15",10,4
"19933","SH1_2006__Draper 1  69__2000-06-15",7,2
"19934","SH1_2006__Draper 1  6__2000-06-18",7,2
"19935","SH1_2006__Draper 1  71__2000-06-14",7,2
"19936","SH1_2006__Draper 1  72__2000-06-14",7,2
"19937","SH1_2006__Draper 1  73__2000-06-14",8,3
"19938","SH1_2006__Draper 1  76__2000-06-14",7,2
"19939","SH1_2006__Draper 1  7__2001-07-07",5,1
"19940","SH1_2006__Draper 1  81__2000-06-14",5,1
"19941","SH1_2006__Draper 1  82__2000-06-14",5,1
"19942","SH1_2006__Draper 1  84__2000-06-14",11,4
"19943","SH1_2006__Draper 1  85__2000-06-15",5,1
"19944","SH1_2006__Draper 1  8__2004-06-20",5,1
"19945","SH1_2006__Draper 1  94__2004-06-12",5,1
"19946","SH1_2006__Draper 1  98__2004-06-12",7,2
"19947","SH1_2006__Draper 1  9__2000-06-21",7,2
"19948","SH1_2008__Buse 1  1__2007-06-17",9,5
"19949","SH1_2008__Buse 1  2__2007-06-17",8,4
"19950","SH1_2008__Buse 1  3__2007-06-17",8,4
"19951","SH1_2009__Nicolas 1 FI 5__2003-09-30",5,1
"19952","SH1_2009__Nicolas 1 FI 6__2003-09-30",5,1
"19953","SH1_2009__Nicolas 1 FI 7__2003-09-30",5,1
"19954","SH1_2009__Nicolas 1 FI 8__2003-09-30",5,1
"19955","SH1_2009__Nicolas 1 OP 10__2003-09-30",5,1
"19956","SH1_2009__Nicolas 1 OP 11__2003-09-30",5,1
"19957","SH1_2009__Nicolas 1 OP 12__2003-09-30",5,1
"19958","SH1_2009__Nicolas 1 OP 9__2003-09-30",5,1
"19959","SH1_2009__Nicolas 1 OTHER 17__2003-09-30",5,1
"19960","SH1_2009__Nicolas 1 OTHER 18__2003-09-30",5,1
"19961","SH1_2009__Nicolas 1 OTHER 19__2003-09-30",5,1
"19962","SH1_2009__Nicolas 1 OTHER 1__2003-09-30",5,1
"19963","SH1_2009__Nicolas 1 OTHER 20__2003-09-30",5,1
"19964","SH1_2009__Nicolas 1 OTHER 21__2003-09-30",5,1
"19965","SH1_2009__Nicolas 1 OTHER 22__2003-09-30",5,1
"19966","SH1_2009__Nicolas 1 OTHER 23__2003-09-30",5,1
"19967","SH1_2009__Nicolas 1 OTHER 24__2003-09-30",5,1
"19968","SH1_2009__Nicolas 1 OTHER 2__2003-09-30",5,1
"19969","SH1_2009__Nicolas 1 OTHER 3__2003-09-30",5,1
"19970","SH1_2009__Nicolas 1 OTHER 4__2003-09-30",5,1
"19971","SH1_2009__Nicolas 1 PF 13__2003-09-30",5,1
"19972","SH1_2009__Nicolas 1 PF 14__2003-09-30",5,1
"19973","SH1_2009__Nicolas 1 PF 15__2003-09-30",5,1
"19974","SH1_2009__Nicolas 1 PF 16__2003-09-30",5,1
"19975","SH1_2010__Albertos 1  100__2003-07-02",5,1
"19976","SH1_2010__Albertos 1  101__2003-07-02",5,1
"19977","SH1_2010__Albertos 1  102__2003-07-02",0,0
"19978","SH1_2010__Albertos 1  103__2003-07-02",5,1
"19979","SH1_2010__Albertos 1  104__2003-07-02",0,0
"19980","SH1_2010__Albertos 1  105__2003-07-02",5,1
"19981","SH1_2010__Albertos 1  107__2003-06-11",5,1
"19982","SH1_2010__Albertos 1  108__2003-07-02",0,0
