"","sample_id","phylo_div","SR"
"3612","CC1_2012__deSassi 1 M 25__2009-05-16",8,4
"3613","CC1_2012__deSassi 1 M 26__2009-05-16",7,3
"3614","CC1_2012__deSassi 1 N 27__2009-05-16",6,2
"3615","CC1_2012__deSassi 1 N 28__2009-05-16",6,2
"3616","CC1_2012__deSassi 1 O 29__2009-05-16",6,2
"3617","CC1_2012__deSassi 1 O 30__2009-05-16",6,2
"3618","CC1_2013__Ewers 1 A 1__2001-01-05",5,1
"3619","CC1_2013__Ewers 1 B 2__2001-01-05",5,1
"3620","CC1_2013__Ewers 1 B 3__2001-01-05",5,1
"3621","CC1_2013__Ewers 1 C 10__2001-01-05",5,1
"3622","CC1_2013__Ewers 1 C 11__2001-01-05",5,1
"3623","CC1_2013__Ewers 1 C 12__2001-01-05",5,1
"3624","CC1_2013__Ewers 1 C 4__2001-01-05",5,1
"3625","CC1_2013__Ewers 1 C 5__2001-01-05",5,1
"3626","CC1_2013__Ewers 1 C 6__2001-01-05",5,1
"3627","CC1_2013__Ewers 1 C 7__2001-01-05",5,1
"3628","CC1_2013__Ewers 1 C 8__2001-01-05",5,1
"3629","CC1_2013__Ewers 1 C 9__2001-01-05",5,1
"3630","CC1_2013__Ewers 1 D 13__2001-01-05",5,1
"3631","CC1_2013__Ewers 1 D 14__2001-01-05",5,1
"3632","CC1_2013__Ewers 1 D 15__2001-01-05",5,1
"3633","CC1_2013__Ewers 1 D 16__2001-01-05",5,1
"3634","CC1_2013__Ewers 1 D 17__2001-01-05",5,1
"3635","CC1_2013__Ewers 1 D 18__2001-01-05",5,1
"3636","CC1_2013__Ewers 1 D 19__2001-01-05",5,1
"3637","CC1_2013__Ewers 1 D 20__2001-01-05",5,1
"3638","CC1_2013__Ewers 1 D 21__2001-01-05",5,1
"3639","CC1_2013__Ewers 1 D 22__2001-01-05",5,1
"3640","CC1_2013__Ewers 1 E 23__2001-01-05",5,1
"3641","CC1_2013__Ewers 1 E 24__2001-01-05",5,1
"3642","CC1_2013__Ewers 1 E 25__2001-01-05",5,1
"3643","CC1_2013__Ewers 1 F 26__2001-01-05",5,1
"3644","CC1_2013__Ewers 1 F 27__2001-01-05",5,1
"3645","CC1_2013__Ewers 1 F 28__2001-01-05",5,1
"3646","CC1_2013__Ewers 1 F 29__2001-01-05",5,1
"3647","CC1_2013__Ewers 1 F 30__2001-01-05",5,1
"3648","CC1_2013__Ewers 1 F 31__2001-01-05",5,1
"3649","CC1_2013__Ewers 1 G 32__2001-01-05",5,1
"3650","CC1_2013__Ewers 1 G 33__2001-01-05",5,1
"3651","CC1_2013__Ewers 1 G 34__2001-01-05",5,1
"3652","CC1_2013__Ewers 1 G 35__2001-01-05",5,1
"3653","CC1_2013__Ewers 1 H 36__2001-01-05",5,1
"3654","CC1_2013__Ewers 1 H 37__2001-01-05",5,1
"3655","CC1_2013__Ewers 1 H 38__2001-01-05",5,1
"3656","CC1_2013__Ewers 1 H 39__2001-01-05",5,1
"3657","CC1_2013__Ewers 1 I 40__2001-01-05",5,1
"3658","CC1_2013__Ewers 1 I 41__2001-01-05",5,1
"3659","CC1_2013__Ewers 1 I 42__2001-01-05",5,1
"3660","CC1_2013__Ewers 1 I 43__2001-01-05",5,1
"3661","CC1_2013__Ewers 1 I 44__2001-01-05",5,1
"3662","CC1_2013__Ewers 1 I 45__2001-01-05",5,1
"3663","CC1_2013__Ewers 1 J 46__2001-01-05",5,1
"3664","CC1_2013__Ewers 1 J 47__2001-01-05",5,1
"3665","CC1_2013__Ewers 1 J 48__2001-01-05",5,1
"3666","CC1_2013__Ewers 1 J 49__2001-01-05",5,1
"3667","CC1_2013__Ewers 1 K 50__2001-01-05",5,1
"3668","CC1_2013__Ewers 1 K 51__2001-01-05",5,1
"3669","CC1_2013__Ewers 1 K 52__2001-01-05",5,1
"3670","CC1_2013__Ewers 1 K 53__2001-01-05",5,1
"3671","CC1_2013__Ewers 1 L 54__2001-01-05",5,1
"3672","CC1_2013__Ewers 1 L 55__2001-01-05",5,1
"3673","CC1_2013__Ewers 1 M 56__2001-01-05",5,1
"3674","CC1_2013__Ewers 1 M 57__2001-01-05",5,1
"3675","CC1_2013__Ewers 1 M 58__2001-01-05",5,1
"3676","CC1_2013__Ewers 1 N 59__2001-01-05",5,1
"3677","CC1_2013__Ewers 1 N 60__2001-01-05",5,1
"3678","CC1_2013__Ewers 1 N 61__2001-01-05",5,1
"3679","CC1_2013__Ewers 1 N 62__2001-01-05",5,1
"3680","CC1_2013__Ewers 1 N 63__2001-01-05",5,1
"3681","CC1_2013__Ewers 1 N 64__2001-01-05",5,1
"3682","CC1_2013__Ewers 1 O 65__2001-01-05",5,1
"3683","CC1_2013__Ewers 1 O 66__2001-01-05",5,1
"3684","CC1_2013__Ewers 1 O 67__2001-01-05",5,1
"3685","CC1_2013__Ewers 1 P 68__2001-01-05",5,1
"3686","CC1_2013__Ewers 1 P 69__2001-01-05",5,1
"3687","CC1_2013__Ewers 1 P 70__2001-01-05",5,1
"3688","CC1_2013__Ewers 1 P 71__2001-01-05",5,1
"3689","CC1_2013__Ewers 1 Q 72__2001-01-05",5,1
"3690","CC1_2013__Ewers 1 Q 73__2001-01-05",5,1
"3691","CC1_2013__Ewers 1 Q 74__2001-01-05",5,1
"3692","CC1_2013__Ewers 1 Q 75__2001-01-05",5,1
"3693","CC1_2013__Ewers 2 A 1__2001-01-05",5,1
"3694","CC1_2013__Ewers 2 A 2__2001-01-05",5,1
"3695","CC1_2013__Ewers 2 A 3__2001-01-05",5,1
"3696","CC1_2013__Ewers 2 B 10__2001-01-05",5,1
"3697","CC1_2013__Ewers 2 B 11__2001-01-05",5,1
"3698","CC1_2013__Ewers 2 B 12__2001-01-05",5,1
"3699","CC1_2013__Ewers 2 B 4__2001-01-05",5,1
"3700","CC1_2013__Ewers 2 B 5__2001-01-05",5,1
"3701","CC1_2013__Ewers 2 B 6__2001-01-05",5,1
"3702","CC1_2013__Ewers 2 B 7__2001-01-05",5,1
"3703","CC1_2013__Ewers 2 B 8__2001-01-05",5,1
"3704","CC1_2013__Ewers 2 B 9__2001-01-05",5,1
"3705","CC1_2013__Ewers 2 C 13__2001-01-05",5,1
"3706","CC1_2013__Ewers 2 C 14__2001-01-05",5,1
"3707","CC1_2013__Ewers 2 C 15__2001-01-05",5,1
"3708","CC1_2013__Ewers 2 C 16__2001-01-05",5,1
"3709","CC1_2013__Ewers 2 C 17__2001-01-05",5,1
"3710","CC1_2013__Ewers 2 C 18__2001-01-05",5,1
"3711","CC1_2013__Ewers 2 C 19__2001-01-05",5,1
"3712","CC1_2013__Ewers 2 C 20__2001-01-05",5,1
"3713","CC1_2013__Ewers 2 C 21__2001-01-05",5,1
"3714","CC1_2013__Ewers 2 C 22__2001-01-05",5,1
"3715","CC1_2013__Ewers 2 C 23__2001-01-05",5,1
"3716","CC1_2013__Ewers 2 C 24__2001-01-05",5,1
"3717","CC1_2013__Ewers 2 C 25__2001-01-05",5,1
"3718","CC1_2013__Ewers 2 C 26__2001-01-05",5,1
"3719","CC1_2013__Ewers 2 C 27__2001-01-05",5,1
"3720","CC1_2013__Ewers 2 C 28__2001-01-05",5,1
"3721","CC1_2013__Ewers 2 D 29__2001-01-05",5,1
"3722","CC1_2013__Ewers 2 D 30__2001-01-05",5,1
"3723","CC1_2013__Ewers 2 D 31__2001-01-05",5,1
"3724","CC1_2013__Ewers 2 D 32__2001-01-05",5,1
"3725","CC1_2013__Ewers 2 D 33__2001-01-05",5,1
"3726","CC1_2013__Ewers 2 E 34__2001-01-05",5,1
"3727","CC1_2013__Ewers 2 E 35__2001-01-05",5,1
"3728","CC1_2013__Ewers 2 E 36__2001-01-05",5,1
"3729","CC1_2013__Ewers 2 E 37__2001-01-05",5,1
"3730","CC1_2013__Ewers 2 E 38__2001-01-05",5,1
"3731","CC1_2013__Ewers 2 E 39__2001-01-05",5,1
"3732","CC1_2013__Ewers 2 E 40__2001-01-05",5,1
"3733","CC1_2013__Ewers 2 E 41__2001-01-05",5,1
"3734","CC1_2013__Ewers 2 E 42__2001-01-05",5,1
"3735","CC1_2013__Ewers 2 F 43__2001-01-05",5,1
"3736","CC1_2013__Ewers 2 F 44__2001-01-05",5,1
"3737","CC1_2013__Ewers 2 F 45__2001-01-05",5,1
"3738","CC1_2013__Ewers 2 F 46__2001-01-05",5,1
"3739","CC1_2013__Ewers 2 G 47__2001-01-05",5,1
"3740","CC1_2013__Ewers 2 H 48__2001-01-05",5,1
"3741","CC1_2013__Ewers 2 H 49__2001-01-05",5,1
"3742","CC1_2013__Ewers 2 H 50__2001-01-05",5,1
"3743","CC1_2013__Ewers 2 H 51__2001-01-05",5,1
"3744","CC1_2013__Ewers 2 H 52__2001-01-05",5,1
"3745","CC1_2013__Ewers 2 H 53__2001-01-05",5,1
"3746","CC1_2013__Ewers 2 H 54__2001-01-05",5,1
"3747","CC1_2013__Ewers 2 H 55__2001-01-05",5,1
"3748","CC1_2013__Ewers 2 H 56__2001-01-05",5,1
"3749","CC1_2013__Ewers 2 H 57__2001-01-05",5,1
"3750","CC1_2013__Ewers 2 H 58__2001-01-05",5,1
"3751","CC1_2013__Ewers 2 H 59__2001-01-05",5,1
"3752","CC1_2013__Ewers 2 H 60__2001-01-05",5,1
"3753","CC1_2013__Ewers 2 H 61__2001-01-05",5,1
"3754","CC1_2013__Ewers 2 H 62__2001-01-05",5,1
"3755","CC1_2013__Ewers 2 H 63__2001-01-05",5,1
"3756","CC1_2013__Ewers 2 I 64__2001-01-05",5,1
"3757","CC1_2013__Ewers 2 I 65__2001-01-05",5,1
"3758","CC1_2013__Ewers 2 I 66__2001-01-05",5,1
"3759","CC1_2013__Ewers 2 I 67__2001-01-05",5,1
"3760","CC1_2013__Ewers 2 I 68__2001-01-05",5,1
"3761","CC1_2013__Ewers 2 I 69__2001-01-05",5,1
"3762","CC1_2013__Ewers 2 I 70__2001-01-05",5,1
"3763","CC1_2013__Ewers 2 I 71__2001-01-05",5,1
"3764","CC1_2013__Ewers 2 I 72__2001-01-05",5,1
"3765","CC1_2013__Ewers 2 I 73__2001-01-05",5,1
"3766","CC1_2013__Ewers 2 I 74__2001-01-05",5,1
"3767","CC1_2013__Ewers 2 I 75__2001-01-05",5,1
"3768","CC1_2013__Ewers 2 J 76__2001-01-05",5,1
"3769","CC1_2013__Ewers 2 J 77__2001-01-05",5,1
"3770","CC1_2013__Ewers 2 J 78__2001-01-05",5,1
"3771","CC1_2013__Ewers 2 J 79__2001-01-05",5,1
"3772","CC1_2013__Ewers 2 J 80__2001-01-05",5,1
"3773","CC1_2013__Ewers 2 K 81__2001-01-05",5,1
"3774","CC1_2013__Ewers 2 K 82__2001-01-05",5,1
"3775","CC1_2013__Ewers 2 K 83__2001-01-05",5,1
"3776","CC1_2013__Ewers 2 K 84__2001-01-05",5,1
"3777","CC1_2013__Ewers 2 K 85__2001-01-05",5,1
"3778","CC1_2013__Ewers 2 K 86__2001-01-05",5,1
"3779","CC1_2013__Ewers 2 K 87__2001-01-05",5,1
"3780","CC1_2013__Ewers 2 K 88__2001-01-05",5,1
"3781","CC1_2013__Ewers 2 L 89__2001-01-05",5,1
"3782","CC1_2013__Ewers 2 L 90__2001-01-05",5,1
"3783","CC1_2013__Ewers 2 L 91__2001-01-05",5,1
"3784","CC1_2013__Ewers 2 L 92__2001-01-05",5,1
"3785","CC1_2013__Ewers 2 M 100__2001-01-05",5,1
"3786","CC1_2013__Ewers 2 M 101__2001-01-05",5,1
"3787","CC1_2013__Ewers 2 M 102__2001-01-05",5,1
"3788","CC1_2013__Ewers 2 M 103__2001-01-05",5,1
"3789","CC1_2013__Ewers 2 M 104__2001-01-05",5,1
"3790","CC1_2013__Ewers 2 M 93__2001-01-05",5,1
"3791","CC1_2013__Ewers 2 M 94__2001-01-05",5,1
"3792","CC1_2013__Ewers 2 M 95__2001-01-05",5,1
"3793","CC1_2013__Ewers 2 M 96__2001-01-05",5,1
"3794","CC1_2013__Ewers 2 M 97__2001-01-05",5,1
"3795","CC1_2013__Ewers 2 M 98__2001-01-05",5,1
"3796","CC1_2013__Ewers 2 M 99__2001-01-05",5,1
"3797","CC1_2013__Ewers 2 N 105__2001-01-05",5,1
"3798","CC1_2013__Ewers 2 N 106__2001-01-05",5,1
"3799","CC1_2013__Ewers 2 N 107__2001-01-05",5,1
"3800","CC1_2013__Ewers 2 N 108__2001-01-05",5,1
"3801","CC1_2013__Ewers 2 O 109__2001-01-05",5,1
"3802","CC1_2013__Ewers 2 O 110__2001-01-05",5,1
"3803","CC1_2013__Ewers 2 O 111__2001-01-05",5,1
"3804","CC1_2013__Ewers 2 O 112__2001-01-05",5,1
"3805","CC1_2013__Ewers 2 O 113__2001-01-05",5,1
"3806","CC1_2013__Ewers 2 P 114__2001-01-05",5,1
"3807","CC1_2013__Ewers 2 P 115__2001-01-05",5,1
"3808","CC1_2013__Ewers 2 P 116__2001-01-05",5,1
"3809","CC1_2013__Ewers 2 P 117__2001-01-05",5,1
"3810","CC1_2013__Ewers 2 P 118__2001-01-05",5,1
"3811","CC1_2013__Ewers 2 P 119__2001-01-05",5,1
"3812","CC1_2013__Litchwark 1  10__2012-01-01",17,10
"3813","CC1_2013__Litchwark 1  11__2012-01-01",15,8
"3814","CC1_2013__Litchwark 1  12__2012-01-01",11,6
"3815","CC1_2013__Litchwark 1  13__2012-01-01",16,10
"3816","CC1_2013__Litchwark 1  14__2012-01-01",20,13
"3817","CC1_2013__Litchwark 1  15__2012-01-01",16,10
"3818","CC1_2013__Litchwark 1  16__2012-01-01",18,12
"3819","CC1_2013__Litchwark 1  17__2012-01-01",20,13
"3820","CC1_2013__Litchwark 1  18__2012-01-01",19,12
"3821","CC1_2013__Litchwark 1  1__2012-01-01",15,9
"3822","CC1_2013__Litchwark 1  2__2012-01-01",16,10
"3823","CC1_2013__Litchwark 1  3__2012-01-01",18,12
"3824","CC1_2013__Litchwark 1  4__2012-01-01",18,11
"3825","CC1_2013__Litchwark 1  5__2012-01-01",15,9
"3826","CC1_2013__Litchwark 1  6__2012-01-01",17,11
"3827","CC1_2013__Litchwark 1  7__2012-01-01",17,11
"3828","CC1_2013__Litchwark 1  8__2012-01-01",17,11
"3829","CC1_2013__Litchwark 1  9__2012-01-01",12,6
"3830","CC1_2013__Waite 1 1 10__2010-03-16",10,6
"3831","CC1_2013__Waite 1 1 1__2010-03-16",11,7
"3832","CC1_2013__Waite 1 1 2__2010-03-16",10,5
"3833","CC1_2013__Waite 1 1 3__2010-03-16",9,5
"3834","CC1_2013__Waite 1 1 4__2010-03-16",11,6
"3835","CC1_2013__Waite 1 1 5__2010-03-16",6,2
"3836","CC1_2013__Waite 1 1 6__2010-03-16",12,7
"3837","CC1_2013__Waite 1 1 7__2010-03-16",9,5
"3838","CC1_2013__Waite 1 1 8__2010-03-16",12,7
"3839","CC1_2013__Waite 1 1 9__2010-03-16",10,5
"3840","CC1_2013__Waite 1 2 11__2010-03-16",10,6
"3841","CC1_2013__Waite 1 2 12__2010-03-16",14,9
"3842","CC1_2013__Waite 1 2 13__2010-03-16",11,6
"3843","CC1_2013__Waite 1 2 14__2010-03-16",12,7
"3844","CC1_2013__Waite 1 2 15__2010-03-16",10,6
"3845","CC1_2013__Waite 1 2 16__2010-03-16",9,5
"3846","CC1_2013__Waite 1 2 17__2010-03-16",12,7
"3847","CC1_2013__Waite 1 2 18__2010-03-16",11,7
"3848","CC1_2013__Waite 1 2 19__2010-03-16",8,4
"3849","CC1_2013__Waite 1 2 20__2010-03-16",12,7
"3850","CC1_2013__Waite 1 3 21__2010-03-16",10,6
"3851","CC1_2013__Waite 1 3 22__2010-03-16",10,6
"3852","CC1_2013__Waite 1 3 23__2010-03-16",10,6
"3853","CC1_2013__Waite 1 3 24__2010-03-16",8,4
"3854","CC1_2013__Waite 1 3 25__2010-03-16",10,5
"3855","CC1_2013__Waite 1 3 26__2010-03-16",7,3
"3856","CC1_2013__Waite 1 3 27__2010-03-16",10,6
"3857","CC1_2013__Waite 1 3 28__2010-03-16",11,7
"3858","CC1_2013__Waite 1 3 29__2010-03-16",7,3
"3859","CC1_2013__Waite 1 3 30__2010-03-16",12,7
"3860","CC1_2013__Waite 1 4 31__2010-03-16",10,6
"3861","CC1_2013__Waite 1 4 32__2010-03-16",8,4
"3862","CC1_2013__Waite 1 4 33__2010-03-16",11,6
"3863","CC1_2013__Waite 1 4 34__2010-03-16",10,6
"3864","CC1_2013__Waite 1 4 35__2010-03-16",9,5
"3865","CC1_2013__Waite 1 4 36__2010-03-16",9,5
"3866","CC1_2013__Waite 1 4 37__2010-03-16",13,8
"3867","CC1_2013__Waite 1 4 38__2010-03-16",10,5
"3868","CC1_2013__Waite 1 4 39__2010-03-16",9,4
"3869","CC1_2013__Waite 1 4 40__2010-03-16",7,3
"3870","CC1_2014__MalumbresOlarte 1 A 10__2001-01-15",13,9
"3871","CC1_2014__MalumbresOlarte 1 A 19__2001-03-15",13,9
"3872","CC1_2014__MalumbresOlarte 1 A 1__2000-01-15",13,9
"3873","CC1_2014__MalumbresOlarte 1 A 25__2002-01-15",15,11
"3874","CC1_2014__MalumbresOlarte 1 A 34__2003-01-15",14,10
"3875","CC1_2014__MalumbresOlarte 1 A 43__2004-01-15",15,11
"3876","CC1_2014__MalumbresOlarte 1 A 52__2005-01-15",15,11
"3877","CC1_2014__MalumbresOlarte 1 B 11__2001-01-15",15,11
"3878","CC1_2014__MalumbresOlarte 1 B 20__2001-03-15",9,5
"3879","CC1_2014__MalumbresOlarte 1 B 26__2002-01-15",7,3
"3880","CC1_2014__MalumbresOlarte 1 B 2__2000-01-15",13,9
"3881","CC1_2014__MalumbresOlarte 1 B 35__2003-01-15",8,4
"3882","CC1_2014__MalumbresOlarte 1 B 44__2004-01-15",12,8
"3883","CC1_2014__MalumbresOlarte 1 B 53__2005-01-15",12,8
"3884","CC1_2014__MalumbresOlarte 1 C 12__2001-01-15",17,13
"3885","CC1_2014__MalumbresOlarte 1 C 27__2002-01-15",11,7
"3886","CC1_2014__MalumbresOlarte 1 C 36__2003-01-15",10,6
"3887","CC1_2014__MalumbresOlarte 1 C 3__2000-01-15",15,11
"3888","CC1_2014__MalumbresOlarte 1 C 45__2004-01-15",13,9
"3889","CC1_2014__MalumbresOlarte 1 C 54__2005-01-15",14,10
"3890","CC1_2014__MalumbresOlarte 1 D 13__2001-01-15",14,10
"3891","CC1_2014__MalumbresOlarte 1 D 28__2002-01-15",10,6
"3892","CC1_2014__MalumbresOlarte 1 D 37__2003-01-15",8,4
"3893","CC1_2014__MalumbresOlarte 1 D 46__2004-01-15",10,6
"3894","CC1_2014__MalumbresOlarte 1 D 4__2000-01-15",14,10
"3895","CC1_2014__MalumbresOlarte 1 D 55__2005-01-15",13,9
"3896","CC1_2014__MalumbresOlarte 1 E 14__2001-01-15",14,10
"3897","CC1_2014__MalumbresOlarte 1 E 21__2001-03-15",11,7
"3898","CC1_2014__MalumbresOlarte 1 E 29__2002-01-15",11,7
"3899","CC1_2014__MalumbresOlarte 1 E 38__2003-01-15",11,7
"3900","CC1_2014__MalumbresOlarte 1 E 47__2004-01-15",11,7
"3901","CC1_2014__MalumbresOlarte 1 E 56__2005-01-15",11,7
"3902","CC1_2014__MalumbresOlarte 1 E 5__2000-01-15",14,10
"3903","CC1_2014__MalumbresOlarte 1 F 15__2001-01-15",14,10
"3904","CC1_2014__MalumbresOlarte 1 F 22__2001-03-15",14,10
"3905","CC1_2014__MalumbresOlarte 1 F 30__2002-01-15",13,9
"3906","CC1_2014__MalumbresOlarte 1 F 39__2003-01-15",14,10
"3907","CC1_2014__MalumbresOlarte 1 F 48__2004-01-15",15,11
"3908","CC1_2014__MalumbresOlarte 1 F 57__2005-01-15",14,10
"3909","CC1_2014__MalumbresOlarte 1 F 6__2000-01-15",14,10
"3910","CC1_2014__MalumbresOlarte 1 G 16__2001-01-15",14,10
"3911","CC1_2014__MalumbresOlarte 1 G 23__2001-03-15",14,10
"3912","CC1_2014__MalumbresOlarte 1 G 31__2002-01-15",11,7
"3913","CC1_2014__MalumbresOlarte 1 G 40__2003-01-15",15,11
"3914","CC1_2014__MalumbresOlarte 1 G 49__2004-01-15",16,12
"3915","CC1_2014__MalumbresOlarte 1 G 58__2005-01-15",13,9
"3916","CC1_2014__MalumbresOlarte 1 G 7__2000-01-15",14,10
"3917","CC1_2014__MalumbresOlarte 1 H 17__2001-01-15",15,11
"3918","CC1_2014__MalumbresOlarte 1 H 32__2002-01-15",9,5
"3919","CC1_2014__MalumbresOlarte 1 H 41__2003-01-15",9,5
"3920","CC1_2014__MalumbresOlarte 1 H 50__2004-01-15",12,8
"3921","CC1_2014__MalumbresOlarte 1 H 59__2005-01-15",11,7
"3922","CC1_2014__MalumbresOlarte 1 H 8__2000-01-15",14,10
"3923","CC1_2014__MalumbresOlarte 1 I 18__2001-01-15",15,11
"3924","CC1_2014__MalumbresOlarte 1 I 24__2001-03-15",10,6
"3925","CC1_2014__MalumbresOlarte 1 I 33__2002-01-15",8,4
"3926","CC1_2014__MalumbresOlarte 1 I 42__2003-01-15",13,9
"3927","CC1_2014__MalumbresOlarte 1 I 51__2004-01-15",11,7
"3928","CC1_2014__MalumbresOlarte 1 I 60__2005-01-15",12,8
"3929","CC1_2014__MalumbresOlarte 1 I 9__2000-01-15",11,7
"3930","CC1_2014__Rader 1  10__2009-04-16",16,11
"3931","CC1_2014__Rader 1  11__2009-04-16",12,7
"3932","CC1_2014__Rader 1  12__2009-04-16",15,10
"3933","CC1_2014__Rader 1  13__2009-04-16",14,9
"3934","CC1_2014__Rader 1  14__2009-04-16",14,9
"3935","CC1_2014__Rader 1  15__2009-04-16",14,9
"3936","CC1_2014__Rader 1  16__2009-04-16",15,10
"3937","CC1_2014__Rader 1  17__2009-04-16",12,7
"3938","CC1_2014__Rader 1  18__2009-04-16",15,10
"3939","CC1_2014__Rader 1  19__2009-04-16",15,10
"3940","CC1_2014__Rader 1  1__2009-04-16",11,6
"3941","CC1_2014__Rader 1  20__2009-04-16",15,10
"3942","CC1_2014__Rader 1  21__2009-04-16",16,11
"3943","CC1_2014__Rader 1  22__2009-04-16",17,11
"3944","CC1_2014__Rader 1  23__2009-04-16",14,9
"3945","CC1_2014__Rader 1  24__2009-04-16",15,10
"3946","CC1_2014__Rader 1  2__2009-04-16",15,9
"3947","CC1_2014__Rader 1  3__2009-04-16",14,9
"3948","CC1_2014__Rader 1  4__2009-04-16",15,10
"3949","CC1_2014__Rader 1  5__2009-04-16",14,9
"3950","CC1_2014__Rader 1  6__2009-04-16",15,10
"3951","CC1_2014__Rader 1  7__2009-04-16",13,8
"3952","CC1_2014__Rader 1  8__2009-04-16",14,9
"3953","CC1_2014__Rader 1  9__2009-04-16",18,12
"3954","CM1_2002__Zaitsev 1  1__2001-04-16",24,20
"3955","CM1_2002__Zaitsev 1  2__2001-04-16",26,22
"3956","CM1_2002__Zaitsev 1  3__2001-04-16",26,22
"3957","CM1_2002__Zaitsev 1  4__2001-04-16",26,22
"3958","CM1_2007__MarinSpiotta 1  10__2005-07-02",24,11
"3959","CM1_2007__MarinSpiotta 1  11__2005-07-02",21,10
"3960","CM1_2007__MarinSpiotta 1  12__2005-07-02",21,10
"3961","CM1_2007__MarinSpiotta 1  13__2005-07-02",27,13
"3962","CM1_2007__MarinSpiotta 1  14__2005-07-02",21,9
"3963","CM1_2007__MarinSpiotta 1  15__2005-07-02",25,12
"3964","CM1_2007__MarinSpiotta 1  16__2005-07-02",28,13
"3965","CM1_2007__MarinSpiotta 1  17__2005-07-02",16,7
"3966","CM1_2007__MarinSpiotta 1  18__2005-07-02",25,12
"3967","CM1_2007__MarinSpiotta 1  1__2005-07-02",12,4
"3968","CM1_2007__MarinSpiotta 1  2__2005-07-02",9,3
"3969","CM1_2007__MarinSpiotta 1  3__2005-07-02",5,1
"3970","CM1_2007__MarinSpiotta 1  4__2005-07-02",16,7
"3971","CM1_2007__MarinSpiotta 1  5__2005-07-02",22,10
"3972","CM1_2007__MarinSpiotta 1  6__2005-07-02",8,2
"3973","CM1_2007__MarinSpiotta 1  7__2005-07-02",18,8
"3974","CM1_2007__MarinSpiotta 1  8__2005-07-02",9,3
"3975","CM1_2007__MarinSpiotta 1  9__2005-07-02",10,3
"3976","CM1_2007__RomeroDuque 1  1__2005-12-31",28,14
"3977","CM1_2007__RomeroDuque 1  2__2005-12-31",27,14
"3978","CM1_2007__RomeroDuque 1  3__2005-12-31",31,17
"3979","CM1_2007__RomeroDuque 1  4__2005-12-31",25,13
"3980","CM1_2007__RomeroDuque 1  5__2005-12-31",36,21
"3981","CM1_2007__RomeroDuque 1  6__2005-12-31",36,21
"3982","CM1_2008__LoManHung 1  10__2005-02-06",18,12
"3983","CM1_2008__LoManHung 1  11__2005-03-30",18,12
"3984","CM1_2008__LoManHung 1  12__2005-06-18",14,9
"3985","CM1_2008__LoManHung 1  13__2005-06-18",17,10
"3986","CM1_2008__LoManHung 1  14__2005-02-06",19,13
"3987","CM1_2008__LoManHung 1  15__2005-05-21",16,10
"3988","CM1_2008__LoManHung 1  1__2005-03-03",17,12
"3989","CM1_2008__LoManHung 1  2__2005-03-30",22,16
"3990","CM1_2008__LoManHung 1  3__2005-03-03",20,14
"3991","CM1_2008__LoManHung 1  4__2005-02-06",17,12
"3992","CM1_2008__LoManHung 1  5__2005-05-19",15,10
"3993","CM1_2008__LoManHung 1  6__2005-05-21",17,12
"3994","CM1_2008__LoManHung 1  7__2005-03-03",16,10
"3995","CM1_2008__LoManHung 1  8__2005-03-30",19,13
"3996","CM1_2008__LoManHung 1  9__2005-05-21",18,11
"3997","CM1_2009__Letcher 1  10__2005-08-10",63,38
"3998","CM1_2009__Letcher 1  11__2005-08-13",65,40
"3999","CM1_2009__Letcher 1  12__2005-09-08",69,41
"4000","CM1_2009__Letcher 1  13__2005-09-13",63,37
"4001","CM1_2009__Letcher 1  14__2005-10-17",59,36
"4002","CM1_2009__Letcher 1  15__2005-10-22",61,37
"4003","CM1_2009__Letcher 1  16__2006-06-15",55,31
"4004","CM1_2009__Letcher 1  17__2006-06-16",54,33
"4005","CM1_2009__Letcher 1  18__2006-06-20",50,29
"4006","CM1_2009__Letcher 1  19__2006-06-21",80,51
"4007","CM1_2009__Letcher 1  1__2004-07-27",54,31
"4008","CM1_2009__Letcher 1  20__2006-06-28",54,31
"4009","CM1_2009__Letcher 1  21__2006-07-02",73,44
"4010","CM1_2009__Letcher 1  22__2006-07-05",66,41
"4011","CM1_2009__Letcher 1  23__2006-07-09",66,40
"4012","CM1_2009__Letcher 1  24__2006-08-26",65,40
"4013","CM1_2009__Letcher 1  25__2006-09-17",67,42
"4014","CM1_2009__Letcher 1  26__2006-09-23",79,47
"4015","CM1_2009__Letcher 1  27__2006-10-01",90,59
"4016","CM1_2009__Letcher 1  28__2006-10-07",79,49
"4017","CM1_2009__Letcher 1  29__2006-10-15",76,47
"4018","CM1_2009__Letcher 1  2__2004-08-04",51,29
"4019","CM1_2009__Letcher 1  30__2006-10-16",72,43
"4020","CM1_2009__Letcher 1  3__2004-08-07",65,38
"4021","CM1_2009__Letcher 1  4__2005-06-23",65,38
"4022","CM1_2009__Letcher 1  5__2005-07-03",78,49
"4023","CM1_2009__Letcher 1  6__2005-07-04",64,40
"4024","CM1_2009__Letcher 1  7__2005-07-11",64,36
"4025","CM1_2009__Letcher 1  8__2005-07-21",68,41
"4026","CM1_2009__Letcher 1  9__2005-08-02",69,41
"4027","CM1_2009__Roembke 1  10__2004-02-15",5,1
"4028","CM1_2009__Roembke 1  11__2004-02-15",5,1
"4029","CM1_2009__Roembke 1  12__2004-02-15",5,1
"4030","CM1_2009__Roembke 1  13__2004-02-15",5,1
